#{"t_start": 1607337599.7377625, "env_id": null}
r,l,t
813.900407,92,7788.178698
939.029105,138,7788.327215
832.038237,138,7788.465829
266.23096,261,7788.716736
941.451937,132,7788.842132
335.570893,293,7789.156244
714.61316,327,7789.479813
-793.29944,406,7789.861777
951.440242,320,7790.210327
850.26995,288,7790.484571
747.23613,483,7790.971557
705.601799,464,7791.449917
825.086556,497,7791.916021
-1415.185309,650,7792.554564
-64.882344,577,7793.133595
-17.452827,107,7793.266808
927.091831,81,7793.326452
-539.37391,305,7793.645641
925.634908,86,7793.705157
816.786192,167,7793.892024
-206.358004,500,7794.392252
-583.712773,430,7794.793921
31.581249,530,7795.352984
-564.08964,548,7795.870401
967.51626,88,7795.969606
503.009793,332,7796.322373
999.395768,78,7796.383103
375.62371,262,7796.64725
731.34447,253,7796.899062
601.962042,372,7797.304809
766.182442,250,7797.548909
678.141079,191,7797.737382
682.523813,260,7797.981323
-822.168547,443,7798.38687
-1322.354564,562,7798.934965
241.066039,219,7799.130433
843.596254,701,7799.822543
-2188.33807,503,7800.395467
994.623636,157,7800.545319
812.37029,280,7800.834161
955.8077,118,7800.954459
-873.355254,458,7801.439357
369.557288,255,7801.677882
-101.466465,393,7802.049973
810.852053,749,7802.805978
433.586078,204,7802.987659
389.854257,497,7803.502377
679.268004,608,7804.095616
1000,1,7804.098704
982.72565,168,7804.259097
814.326711,208,7804.466276
844.302248,103,7804.566798
494.379337,348,7804.889327
-912.947542,507,7805.418209
800.422693,659,7806.062628
681.96425,623,7806.681215
990.955018,273,7806.946558
-1089.207416,484,7807.451773
612.733467,379,7807.815657
800.607548,91,7807.912199
35.580294,435,7808.322309
-562.727096,592,7808.91436
653.050843,404,7809.305631
369.577982,380,7809.665435
610.274176,403,7810.068904
279.602199,549,7810.61171
513.546713,201,7810.83291
202.02961,359,7811.204825
116.062039,180,7811.372989
-614.452252,475,7811.862147
988.462848,180,7812.034065
-2652.459309,639,7812.670256
433.143028,220,7812.894556
-1063.564722,444,7813.364857
505.64022,122,7813.456434
334.631507,218,7813.687591
-38.635041,416,7814.098968
-75.026781,670,7814.787232
293.435582,213,7814.966568
-3701.985254,714,7815.67698
977.999645,265,7815.913774
406.269013,309,7816.215004
657.409926,169,7816.411609
-2200.607123,611,7816.994113
514.230233,195,7817.215192
-786.672204,186,7817.37366
514.909273,196,7817.580209
-303.486228,565,7818.117353
-347.861739,754,7818.839836
-66.875724,410,7819.214813
395.656891,257,7819.447244
-216.724216,406,7819.861215
997.69349,139,7820.014851
-926.585078,731,7820.70171
896.142491,193,7820.909727
595.037636,232,7821.142409
824.047218,123,7821.27207
847.127479,149,7821.417525
846.589055,444,7821.834555
896.85393,110,7821.967577
440.198023,121,7822.091901
986.873015,181,7822.285185
836.730929,371,7822.633106
-23.073902,545,7823.226941
990.201276,296,7823.525573
